Module ID,Gene Symbol,Identifier
m106,SERPINB9,6813
m106,APH1B,6814
m106,DENND4C,6815
m106,UFL1,6816
m106,GS1-124K5.4,6817
m106,SLC5A6,6818
m106,FLNB,6819
m106,CCDC82,6820
m106,PSMD9,6821
m106,FUCA2,6822
m106,S100B,6823
m106,PCDHGA4,6824
m106,ENTPD2,6825
m106,NOL3,6826
m106,SPAG16,6827
m106,PYGB,6828
m106,TMEM179B,6829
m106,MICA,6830
m106,MSH5,6831
m106,HMGB1,6832
m106,SLC44A2,6833
m106,WBP1,6834
m106,CENPQ,6835
m106,BTN3A1,6836
m106,RP4-669L17.10,6837
m106,HMGB2,6838
m106,PQLC3,6839
m106,ZZEF1,6840
m106,4-Sep,6841
m106,RP11-452L6.5,6842
m106,EFCAB11,6843
m106,PIAS3,6844
m106,DPY19L4,6845
m106,LINC00663,6846
m106,NEK11,6847
m106,MDK,6848
m106,PTK2,6849
m106,TRIM13,6850
m106,MKS1,6851
m106,ERBB2,6852
m106,C1orf27,6853
m106,AGT,6854
m106,CEP192,6855
m106,CYP4V2,6856
m106,AC068057.2,6857
m106,SARDH,6858
m106,PLD2,6859
m106,C16orf89,6860
m106,LINC00478,6861
m106,CTSO,6862
m106,LIX1,6863
m106,ETFB,6864
m106,PRODH,6865
m106,PSKH1,6866
m106,IFI44L,6867
m106,ZFYVE16,6868
m106,MYH14,6869
m106,RP11-451M19.3,6870
m106,C18orf32,6871
m106,PCNXL4,6872
m106,SDF4,6873
m106,HAUS4,6874
m106,RP11-111F5.4,6875
m106,DBT,6876
m106,VPS52,6877
m106,CYP4F11,6878
m106,MEIS1,6879
m106,RP11-439C15.4,6880
m106,PALMD,6881
m106,ATP10A,6882
m106,DCAKD,6883
m106,AQR,6884
m106,UVSSA,6885
m106,C1orf192,6886
m106,C17orf85,6887
m106,RGS20,6888
m106,TSG101,6889
m106,TESK2,6890
m106,RYK,6891
m106,VSIG10,6892
m106,IGFBP3,6893
m106,GPX7,6894
m106,RASSF4,6895
m106,RP11-291L22.3,6896
m106,ZNF177,6897
m106,CSAD,6898
m106,XAF1,6899
m106,WDR73,6900
m106,PAQR6,6901
m106,RIMKLB,6902
m106,PMVK,6903
m106,PCK2,6904
m106,C20orf194,6905
m106,REV3L,6906
m106,XPC,6907
m106,TALDO1,6908
m106,POLM,6909
m106,NUP107,6910
m106,FBXO7,6911
m106,LRTOMT,6912
m106,NBPF11,6913
m106,TPR,6914
m106,C15orf44,6915
m106,KANSL3,6916
m106,SLC9A8,6917
m106,TMEM209,6918
m106,PIGF,6919
m106,METTL23,6920
m106,TTC17,6921
m106,ATP6V0A2,6922
m106,C16orf86,6923
m106,FAF2,6924
m106,MAU2,6925
m106,CHD1L,6926
m106,NUP160,6927
m106,FAM82B,6928
m106,HSD17B14,6929
m106,PATZ1,6930
m106,CA5B,6931
m106,ADHFE1,6932
m106,MYO15B,6933
m106,PTPMT1,6934
m106,AC008280.5,6935
m106,TUBB2B,6936
m106,HEATR8,6937
m106,ACAT1,6938
m106,RP11-368J21.2,6939
m106,MYL3,6940
m106,CMYA5,6941
m106,NOTCH2NL,6942
m106,SSPN,6943
m106,FAM69C,6944
m106,DHTKD1,6945
m106,PHKG1,6946
m106,TRAF4,6947
m106,RETSAT,6948
m106,MESDC2,6949
m106,HERC2P9,6950
m106,GSTM3,6951
m106,SLC25A13,6952
m106,RPS4Y1,6953
m106,GOSR1,6954
m106,MIF4GD,6955
m106,RP13-582O9.5,6956
m106,FAHD2A,6957
m106,ITGAE,6958
m106,ETFDH,6959
m106,TBCA,6960
m106,GYS1,6961
m106,GINM1,6962
m106,ID1,6963
m106,TECPR2,6964
m106,EWSR1,6965
m106,PHLDB1,6966
m106,CLCC1,6967
m106,PI16,6968
m106,ELAC1,6969
m106,CTD-2037K23.2,6970
m106,IFI27L2,6971
m106,POLI,6972
m106,TAGLN,6973
m106,SPG11,6974
m106,RLBP1,6975
m106,FNBP4,6976
m106,DAP,6977
m106,AC008073.5,6978
m106,TAPBPL,6979
m106,C12orf39,6980
m106,SLC35A3,6981
m106,MDC1,6982
m106,BCKDHA,6983
m106,NKAIN4,6984
m106,IPP,6985
m106,NTSR2,6986
m106,UNK,6987
m106,ANP32E,6988
m106,PHKA2,6989
m106,ZNF83,6990
m106,FADS1,6991
m106,BDNF-AS,6992
m106,ZNF518A,6993
m106,CREB3L4,6994
m106,AGA,6995
m106,RAB34,6996
m106,RP11-231C14.4,6997
m106,SNAP29,6998
m106,SEC63,6999
m106,KIAA0141,7000
m106,ACOX1,7001
m106,TUG1,7002
m106,ARHGAP19,7003
m106,SLC22A5,7004
m106,ARNT,7005
m106,SUMF1,7006
m106,PYCR2,7007
m106,IQCK,7008
m106,APH1A,7009
m106,PCDHGB1,7010
m106,ROBO4,7011
m106,EDN1,7012
m106,RBP1,7013
m106,PMP22,7014
m106,TCN2,7015
m106,ANXA4,7016
m106,MMP28,7017
m106,USP4,7018
m106,C1orf61,7019
m106,CST3,7020
m106,TXLNG2P,7021
m106,GART,7022
m106,PTGDS,7023
m106,LDHD,7024
m106,NUP37,7025
m106,PLA2G6,7026
m106,RPL32,7027
m106,EFS,7028
m106,ARHGAP1,7029
m106,SOD3,7030
m106,TMEM128,7031
m106,ST6GALNAC1,7032
m106,SART3,7033
m106,RP11-410L14.2,7034
m106,SIK3,7035
m106,RP4-717I23.3,7036
m106,TMEM116,7037
m106,ZNF766,7038
m106,CNDP2,7039
m106,SDS,7040
m107,PIGV,7041
m107,FAT1,7042
m107,TMCO1,7043
m107,GALC,7044
m107,MERTK,7045
m107,ADCY2,7046
m107,CXCL14,7047
m107,STOX1,7048
m107,WIF1,7049
m107,NOTCH2,7050
m107,C7orf73,7051
m107,HSD17B6,7052
m107,PPP1R3C,7053
m107,SS18,7054
m107,ZNF700,7055
m107,NXT2,7056
m107,C2orf76,7057
m107,TSPAN3,7058
m107,RIN2,7059
m107,IL33,7060
m107,DAZAP2,7061
m107,ASF1A,7062
m107,SDC2,7063
m107,GCLC,7064
m107,LRP1,7065
m107,ECI2,7066
m107,OS9,7067
m107,PLSCR4,7068
m107,KDM3A,7069
m107,GPR125,7070
m107,MSI2,7071
m107,GPR75,7072
m107,TOB1,7073
m107,ATP1A2,7074
m107,DOCK7,7075
m107,MRPS14,7076
m107,ADCYAP1R1,7077
m107,C5orf43,7078
m107,ACO1,7079
m107,FAM120AOS,7080
m107,PDGFC,7081
m107,HEPH,7082
m107,SPON1,7083
m107,TPP1,7084
m107,TLE1,7085
m107,NFIX,7086
m107,RHOBTB3,7087
m107,PDLIM5,7088
m107,ADCY8,7089
m107,MOXD1,7090
m107,ISCA2,7091
m107,FOXO1,7092
m107,RHOA,7093
m107,TBL1X,7094
m107,LYPD1,7095
m107,BTNL9,7096
m107,TMEM50B,7097
m107,CHST7,7098
m107,FERMT2,7099
m107,ZNF680,7100
m107,GPSM2,7101
m107,CPE,7102
m107,RERG,7103
m107,CYBRD1,7104
m107,CRAT,7105
m107,TMEM185B,7106
m107,LAPTM4A,7107
m107,NLGN3,7108
m107,CYP2U1,7109
m107,PTAR1,7110
m107,GATM,7111
m107,BMP7,7112
m107,CSPG5,7113
m107,AHCYL1,7114
m107,CGRRF1,7115
m107,SNAPIN,7116
m107,AC087393.1,7117
m107,PRPF38A,7118
m107,AKR7A2,7119
m107,PSD2,7120
m107,SLC35G2,7121
m107,2-Sep,7122
m107,PER3,7123
m107,WWC1,7124
m107,ALDH9A1,7125
m107,SRI,7126
m107,ZNF471,7127
m107,GLUL,7128
m107,DDR1,7129
m107,S1PR1,7130
m107,RNF20,7131
m107,CDH11,7132
m107,RNF141,7133
m107,HADH,7134
m107,CD302,7135
m107,SETX,7136
m107,SLC46A1,7137
m107,ALAD,7138
m107,MAPKAPK3,7139
m107,FAM198B,7140
m107,MAVS,7141
m107,EPHB1,7142
m107,ABLIM1,7143
m107,EIF4EBP2,7144
m107,AXIN2,7145
m107,ELMO2,7146
m107,SRP9,7147
m107,PPAP2B,7148
m107,BMP2K,7149
m107,ATP1B2,7150
m107,DIRC2,7151
m107,ACSS3,7152
m107,TBC1D10A,7153
m107,HERPUD2,7154
m107,RP11-120J1.1,7155
m107,SUCLG2,7156
m107,EDNRB,7157
m107,SAR1B,7158
m107,ZCCHC11,7159
m107,NCAN,7160
m107,EPB41L5,7161
m107,SLC9A3R1,7162
m107,RAB31,7163
m107,DDAH1,7164
m107,LGR4,7165
m107,ACAA2,7166
m107,GNG12,7167
m107,PCDHGC3,7168
m107,MMD2,7169
m107,GRAMD3,7170
m107,AC005013.1,7171
m107,TMEM100,7172
m107,RANBP3L,7173
m107,ENKUR,7174
m107,TP53BP2,7175
m107,ITPR2,7176
m107,DGKG,7177
m107,GOLM1,7178
m107,PRKCA,7179
m107,SLC39A12,7180
m107,PCDHB4,7181
m107,AGPAT5,7182
m107,SERPINE2,7183
m107,ITM2B,7184
m107,GLUD1,7185
m107,UMPS,7186
m107,PRRC1,7187
m107,CDC42EP4,7188
m107,HADHA,7189
m107,TMBIM6,7190
m107,FAM111A,7191
m107,MFSD1,7192
m107,CDH20,7193
m107,ITGAV,7194
m107,TMEM136,7195
m107,TRIB2,7196
m107,FGD6,7197
m107,APPL2,7198
m107,ADH5,7199
m107,MOCS1,7200
m107,AMOT,7201
m107,CPSF7,7202
m107,CDC14B,7203
m107,MAOA,7204
m107,TRIM39,7205
m107,PITPNC1,7206
m107,MAP3K5,7207
m107,ITGA7,7208
m107,PEX11A,7209
m107,RHPN2,7210
m107,ZNF426,7211
m107,MASP1,7212
m107,FAM167A,7213
m107,ATP13A4,7214
m107,RP11-235E17.2,7215
m107,ERLIN2,7216
m107,HIBADH,7217
m107,MEIS2,7218
m107,EMC2,7219
m107,PDXK,7220
m107,SSPO,7221
m107,PCYT1A,7222
m107,NDST1,7223
m107,NEO1,7224
m107,HNMT,7225
m107,MTMR3,7226
m107,LLGL1,7227
m107,PAQR8,7228
m107,EFEMP1,7229
m107,MTM1,7230
m107,SLC7A6OS,7231
m107,PDGFRA,7232
m107,ACSBG1,7233
m107,RNF103,7234
m107,AHCYL2,7235
m107,C15orf38,7236
m107,CTSH,7237
m107,ARSA,7238
m107,CETN3,7239
m107,ARHGAP31,7240
m107,MCC,7241
m107,ADI1,7242
m107,TMEM9B,7243
m107,LSAMP,7244
m107,DPY19L3,7245
m107,PFKFB2,7246
m107,MYLK,7247
m107,SLC30A10,7248
m107,FABP7,7249
m107,CBR1,7250
m107,NADKD1,7251
m107,SDC3,7252
m107,PYGM,7253
m107,CPNE3,7254
m107,PCTP,7255
m107,ATPAF1,7256
m107,PAICS,7257
m107,CASC4,7258
m107,TMEM47,7259
m107,SNX5,7260
m107,STAT2,7261
m107,IGDCC4,7262
m107,NBPF14,7263
m107,PREX2,7264
m107,FBLN1,7265
m107,SLC12A4,7266
m107,UBE2H,7267
m107,NEK9,7268
m107,KCTD15,7269
m107,PTN,7270
m107,SLC15A2,7271
m107,GPC4,7272
m107,ASB3,7273
m107,GLG1,7274
m107,LRIG1,7275
m107,CSNK1D,7276
m107,TCEA1,7277
m107,TRIB1,7278
m107,TIMP3,7279
m107,ZXDC,7280
m107,ALDH6A1,7281
m107,RAVER2,7282
m107,TFRC,7283
m107,SEC14L1,7284
m107,GPR137B,7285
m107,NDP,7286
m107,AXL,7287
m107,NT5C2,7288
m107,BCL2,7289
m107,HSD17B11,7290
m107,GANC,7291
m107,C15orf29,7292
m107,SEC22C,7293
m107,LOXL3,7294
m107,RHBDD1,7295
m107,GPR56,7296
m107,ABCD3,7297
m107,DAG1,7298
m107,NAV2,7299
m107,PXMP2,7300
m107,POC1B,7301
m107,NTRK2,7302
m107,ELP4,7303
m107,DTX1,7304
m107,ZNF423,7305
m107,ACBD7,7306
m107,PDLIM3,7307
m107,AQP4,7308
m107,RBM5,7309
m107,CXCR7,7310
m107,COX20,7311
m107,ZNF275,7312
m107,GREB1,7313
m107,SLC7A11,7314
m107,ZNF160,7315
m107,KIAA0494,7316
m107,FRS2,7317
m107,RBL2,7318
m107,OGDH,7319
m107,PON2,7320
m107,SLC4A4,7321
m107,TIMP4,7322
m107,ITM2C,7323
m107,NANOS1,7324
m107,SCRG1,7325
m107,TMEM218,7326
m107,ASCC1,7327
m107,CLDN10,7328
m107,RP11-480A16.1,7329
m107,MFGE8,7330
m107,LYPD6,7331
m107,TLR4,7332
m107,EMX2OS,7333
m107,NBR1,7334
m107,SORCS2,7335
m107,NR2E1,7336
m107,ALDH7A1,7337
m107,DCLK2,7338
m107,PRMT3,7339
m107,SCD5,7340
m107,GPD2,7341
m107,HADHB,7342
m107,KAT2B,7343
m107,NHSL1,7344
m107,C3orf70,7345
m107,AK3,7346
m107,SCML1,7347
m107,NEBL,7348
m107,PARVA,7349
m107,LIFR,7350
m107,IL17RD,7351
m107,SLC1A4,7352
m107,AMZ1,7353
m107,ALDH2,7354
m107,IGSF11,7355
m107,RBBP9,7356
m107,PTPRZ1,7357
m107,ZNRF3,7358
m107,AUTS2,7359
m107,PHKA1,7360
m107,KDM3B,7361
m107,C4orf52,7362
m107,AHNAK,7363
m107,EPAS1,7364
m107,SLC1A3,7365
m107,POLK,7366
m107,ZFYVE21,7367
m107,PCDHB5,7368
m107,GPC5,7369
m107,C9orf64,7370
m107,SALL2,7371
m107,2-Mar,7372
m107,SLCO1C1,7373
m107,CSGALNACT1,7374
m107,TMED7,7375
m107,FKBP9,7376
m107,DIDO1,7377
m107,SIN3A,7378
m107,ATF7,7379
m107,LMBRD1,7380
m107,RNF40,7381
m107,SBF2,7382
m107,TGDS,7383
m107,GTF2F2,7384
m107,GPR143,7385
m107,FBXO8,7386
m107,OLFM2,7387
m107,SYT9,7388
m107,SNX18,7389
m107,RNF182,7390
m107,FAM198A,7391
m107,GM2A,7392
m107,NT5E,7393
m107,BMPR1B,7394
m107,ST6GALNAC4,7395
m107,GFRA1,7396
m107,PSAT1,7397
m107,PIK3C2A,7398
m107,ETFA,7399
m107,ELOVL2,7400
m107,TEAD1,7401
m107,RBMXL1,7402
m107,GABRG1,7403
m107,SULT1C4,7404
m107,FCF1,7405
m107,MEGF10,7406
m107,CNBP,7407
m107,MID1,7408
m107,PIPOX,7409
m107,IL6ST,7410
m107,WNT7B,7411
m107,EGLN3,7412
m107,SLC7A5P1,7413
m107,ZFAND3,7414
m107,KIAA1161,7415
m107,NBPF9,7416
m107,SCP2,7417
m107,RP11-3P17.3,7418
m107,PEX2,7419
m107,ANKFY1,7420
m107,PGM1,7421
m107,DHX32,7422
m107,ANTXR1,7423
m107,GRIK4,7424
m107,C14orf159,7425
m107,HIATL1,7426
m107,KIAA0556,7427
m107,GPM6B,7428
m107,GOLIM4,7429
m107,SOX21,7430
m107,SLITRK2,7431
m107,TRAK1,7432
m107,GJA1,7433
m107,H3F3AP4,7434
m107,CAT,7435
m107,MRO,7436
m107,PPP2R5A,7437
m107,FAM219B,7438
m107,CADM1,7439
m107,PPP1R3D,7440
m107,EGFR,7441
m107,HBB,7442
m107,SUOX,7443
m107,WLS,7444
m107,GORASP1,7445
m107,SLC1A2,7446
m107,ZFYVE26,7447
m107,CADM4,7448
m107,SLC25A33,7449
m107,CTSF,7450
m107,SPTLC1,7451
m107,BDH2,7452
m107,ADD3,7453
m107,SAMD4B,7454
m107,OSBPL11,7455
m107,LGI1,7456
m108,TNNT1,7457
m108,RP11-245J24.1,7458
m108,GRAMD1C,7459
m108,PLIN4,7460
m108,PCDHGA2,7461
m108,PPARA,7462
m108,PHACTR3,7463
m108,SZRD1,7464
m108,RP11-2E17.1,7465
m108,SORBS3,7466
m108,SLC14A1,7467
m108,RXRA,7468
m108,RFX4,7469
m108,LINC00299,7470
m108,FKBP10,7471
m108,PAFAH2,7472
m108,TEFM,7473
m108,SLC16A9,7474
m108,CNTFR,7475
m108,ENHO,7476
m108,PHGDH,7477
m108,ZHX3,7478
m108,RP11-294K24.4,7479
m108,PCDHGA10,7480
m108,MLC1,7481
m108,SOX2,7482
m108,CERS1,7483
m108,PLEKHO2,7484
m108,ECH1,7485
m108,ZHX2,7486
m108,C2orf72,7487
m108,LRRC8A,7488
m108,PCDHGB7,7489
m108,LCAT,7490
m108,SEMA4B,7491
m108,TMEM216,7492
m108,TNFSF13,7493
m108,AP1B1,7494
m108,ANGEL2,7495
m108,ZIC2,7496
m108,GPR17,7497
m108,RFX2,7498
m108,FARP1,7499
m108,TNRC18,7500
m108,AKT2,7501
m108,METTL7A,7502
m108,AP000356.1,7503
m108,TCEA3,7504
m108,KCTD5,7505
m108,NDRG2,7506
m108,HEPACAM,7507
m108,ILK,7508
m108,PCDHGA12,7509
m108,HP,7510
m108,ARHGEF26-AS1,7511
m108,SYNC,7512
m108,SMARCB1,7513
m108,TULP3,7514
m108,WFS1,7515
m108,GPR37L1,7516
m108,THRA,7517
m108,APCDD1,7518
m108,LHX2,7519
m108,TRIOBP,7520
m108,DCHS1,7521
m108,AIFM3,7522
m108,PLIN5,7523
m108,PTCH1,7524
m108,ALDH4A1,7525
m108,RAB30,7526
m108,ACOX2,7527
m108,ACACB,7528
m108,RGR,7529
m108,ORMDL3,7530
m108,THSD1,7531
m108,RP11-977G19.11,7532
m108,WIZ,7533
m108,NAP1L4,7534
m108,HIP1R,7535
m108,RP11-553L6.5,7536
m108,CGNL1,7537
m108,ECHDC2,7538
m108,C20orf72,7539
m108,SLC18B1,7540
m108,PCDHGB6,7541
m108,MSI1,7542
m108,CPT1A,7543
m108,MBIP,7544
m108,CBS,7545
m108,ZBTB20,7546
m108,ACOT13,7547
m108,PHF21B,7548
m108,APC2,7549
m108,RP1-163G9.1,7550
m108,STON2,7551
m108,HNRNPUL1,7552
m108,WWOX,7553
m108,TMEM187,7554
m108,SPATA25,7555
m108,LRRC16A,7556
m108,EYA2,7557
m108,SELENBP1,7558
m108,MT-ND4L,7559
m108,OAF,7560
m108,LPIN3,7561
m108,PBXIP1,7562
m108,MAGI2-AS3,7563
m108,PYROXD2,7564
m108,SNTA1,7565
m108,PARP10,7566
m108,PCDHGA9,7567
m108,RP11-849I19.1,7568
m108,CCDC8,7569
m108,CD81,7570
m108,SLC27A1,7571
m108,HTRA1,7572
m108,TMPRSS5,7573
m108,HES6,7574
m108,CNPPD1,7575
m108,SLC25A18,7576
m108,ZFHX4,7577
m108,CRB1,7578
m108,SLC13A5,7579
m108,SCAMP4,7580
m108,RP11-839D17.3,7581
m108,MRVI1,7582
m108,CCDC97,7583
m108,MT-CO1,7584
m108,HHIPL1,7585
m108,FGFR3,7586
m108,PLEKHA7,7587
m108,ACOT11,7588
m108,INHBB,7589
m108,GDPD2,7590
m108,TTC23,7591
m108,AC004540.4,7592
m108,BTBD17,7593
m108,TUFM,7594
m108,S100A1,7595
m108,EPOR,7596
m108,ANKRD35,7597
m108,CTD-3116E22.4,7598
m108,ARHGAP5-AS1,7599
m108,DBR1,7600
m108,KIF7,7601
m108,TOR3A,7602
m108,GPT2,7603
m108,ZNF687,7604
m108,TAOK2,7605
m108,UNG,7606
m108,PLCD3,7607
m108,PHF12,7608
m108,LRP4,7609
m108,SIDT2,7610
m108,STARD3,7611
m108,1-Mar,7612
m108,SOX6,7613
m108,GRIN2C,7614
m108,KREMEN1,7615
m108,PLA2G5,7616
m108,PRDM16,7617
m108,EMID1,7618
m108,ZNF516,7619
m108,DHRS3,7620
m108,HMGN3,7621
m108,PCYT1B,7622
m108,DNALI1,7623
m108,TK2,7624
m108,NBPF10,7625
m108,CASKIN2,7626
m108,KANK1,7627
m108,NUP188,7628
m108,TAX1BP3,7629
m108,POLD2,7630
m108,WBSCR16,7631
m108,USP3,7632
m108,ST5,7633
m108,TMEM104,7634
m108,SDC4,7635
m108,SMO,7636
m108,FAM210B,7637
m108,PHYHD1,7638
m108,RP11-394B2.4,7639
m108,TXNIP,7640
m108,DPF3,7641
m108,FAM107A,7642
m108,RAPGEF3,7643
m108,CCND3,7644
m108,GABRB1,7645
m108,INPP5B,7646
m108,ID4,7647
m108,TRAF3IP2-AS1,7648
m108,HIF3A,7649
m108,PDK4,7650
m108,LAMTOR1,7651
m108,MYO10,7652
m108,PAPLN,7653
m108,GPAM,7654
m108,DNASE2,7655
m108,TMED1,7656
m108,MYOM1,7657
m108,NUP43,7658
m108,PPP1R26,7659
m108,CTDSP1,7660
m108,FAM108C1,7661
m108,NWD1,7662
m108,KIAA0195,7663
m108,AGXT2L1,7664
m108,MAPK3,7665
m108,RXRG,7666
m108,MYBPC1,7667
m108,SLC6A11,7668
m108,SFXN5,7669
m108,NPL,7670
m108,EMX2,7671
m108,ARHGAP24,7672
m108,IBA57,7673
m108,GSTT2,7674
m108,LPAR3,7675
m108,TPCN1,7676
m108,MYEOV2,7677
m108,BBOX1,7678
m108,FLJ37644,7679
m108,SLC25A20,7680
m108,APOE,7681
m108,ANKDD1A,7682
m108,CABLES1,7683
m108,TBC1D16,7684
m108,ASCL1,7685
m108,PLTP,7686
m108,STK33,7687
m108,CTF1,7688
m108,SUFU,7689
m108,PAX6,7690
m108,GJB6,7691
m108,SHPK,7692
m108,ALDH1L1,7693
m108,RP11-38P22.2,7694
m108,ACSS1,7695
m108,RP11-521C20.4,7696
m108,GPT,7697
m108,EEF2K,7698
m108,ANO8,7699
m108,TTC28,7700
m108,C6orf47,7701
m108,BCAN,7702
m108,RARRES2,7703
m108,PRDX6,7704
m108,VANGL2,7705
m108,AC114730.3,7706
m108,STK17B,7707
m108,GABPB2,7708
m108,CAMKMT,7709
m108,CHDH,7710
m108,GSTM2,7711
m108,CHRNB1,7712
m108,HOMEZ,7713
m108,ARHGEF26,7714
m108,FAM213A,7715
m108,CYP2J2,7716
m108,ZNF844,7717
m108,TSPAN6,7718
m108,SEPN1,7719
m108,CTB-55O6.12,7720
m108,PSD4,7721
m108,ALDH1L1-AS2,7722
m108,ZNF462,7723
m108,VMAC,7724
m108,NCSTN,7725
m108,SGK3,7726
m108,HCG11,7727
m108,PITPNA-AS1,7728
m108,WDFY3-AS2,7729
m108,TNS3,7730
m108,OPHN1,7731
m108,ASRGL1,7732
m108,IL17D,7733
m108,TPD52L1,7734
m108,SLC7A10,7735
m108,NFIA,7736
m108,GMNN,7737
m108,RARG,7738
m108,BCAR3,7739
m108,RP11-430H10.1,7740
m108,ZNF350,7741
m108,SOX9,7742
m108,NINL,7743
m108,RYR1,7744
m108,RNF157-AS1,7745
m108,RAB1B,7746
m108,CHST14,7747
m108,EPHX1,7748
m108,COMT,7749
m108,FGD4,7750
m108,GPR98,7751
m108,HPR,7752
m108,TSC22D4,7753
m108,AC027763.2,7754
m108,PLEC,7755
m109,RP11-742N3.1,7756
m109,SLC39A11,7757
m109,HEY2,7758
m109,SMARCC1,7759
m109,RBM4B,7760
m109,SYNRG,7761
m109,NARG2,7762
m109,CTD-2380F24.1,7763
m109,C14orf93,7764
m109,FAM63A,7765
m109,TBC1D9B,7766
m109,CARHSP1,7767
m109,SLC6A12,7768
m109,DENND2A,7769
m109,POLR3GL,7770
m109,TCF7L1,7771
m109,PLXNB1,7772
m109,SMOC1,7773
m109,EHMT1,7774
m109,IQCE,7775
m109,ELN,7776
m109,BRD7,7777
m109,GNG7,7778
m109,MT-ND5,7779
m109,SLC41A1,7780
m109,UBR5,7781
m109,MTF1,7782
m109,GAL3ST4,7783
m109,SLC6A8,7784
m109,RAB7L1,7785
m109,ZC3H10,7786
m109,HOMER3,7787
m109,CLHC1,7788
m109,C6orf3,7789
m109,CNNM3,7790
m109,TAF1C,7791
m109,PRPF38B,7792
m109,CNOT6,7793
m109,ZSCAN29,7794
m109,WWC3,7795
m109,ZSCAN21,7796
m109,SETD8,7797
m109,TGFB1I1,7798
m109,OSBPL2,7799
m109,VAT1,7800
m109,PTPN23,7801
m109,SHROOM1,7802
m109,TBC1D20,7803
m109,MFSD5,7804
m109,AK4,7805
m109,CGN,7806
m109,ZBTB7B,7807
m109,RRP1B,7808
m109,GIGYF2,7809
m109,PRKD1,7810
m109,ING5,7811
m109,FMNL3,7812
m109,PHRF1,7813
m109,SOGA1,7814
m109,RHOJ,7815
m109,CTC-205M6.2,7816
m109,ARHGEF10L,7817
m109,FAM65C,7818
m109,HPS4,7819
m109,KRCC1,7820
m109,SFRP2,7821
m109,C22orf32,7822
m109,FOXN3,7823
m109,A2ML1,7824
m109,PHF19,7825
m109,RPS21,7826
m109,SKI,7827
m109,8-Mar,7828
m109,MFSD11,7829
m109,SMEK1,7830
m109,LRCH3,7831
m109,SMC3,7832
m109,USF2,7833
m109,CSRP1,7834
m109,FUT11,7835
m109,TTC31,7836
m109,OMA1,7837
m109,CPSF2,7838
m109,PSPH,7839
m109,COL9A1,7840
m109,TPM3P9,7841
m109,TCF3,7842
m109,APLN,7843
m109,MSX1,7844
m109,CAB39L,7845
m109,HMBOX1,7846
m109,MAPKAP1,7847
m109,TAF4,7848
m109,AL133458.1,7849
m109,KHSRP,7850
m109,CCDC85C,7851
m109,RP11-226L15.5,7852
m109,GIPR,7853
m109,HSPB2,7854
m109,BCL2L1,7855
m109,NR2F2,7856
m109,KCTD11,7857
m109,SLC26A6,7858
m109,PIGM,7859
m109,P2RX7,7860
m109,PI4K2B,7861
m109,MED1,7862
m109,MLLT6,7863
m109,AC135178.1,7864
m109,ARL5A,7865
m109,MXI1,7866
m109,MRAS,7867
m109,MAX,7868
m109,SLC12A7,7869
m109,RP11-632K20.7,7870
m109,ADORA2A,7871
m109,ANKRD40,7872
m109,STRA13,7873
m109,WDR55,7874
m109,FZD8,7875
m109,CMBL,7876
m109,BCAM,7877
m109,PRICKLE4,7878
m109,RHOQ,7879
m109,CTC-428G20.3,7880
m109,KATNAL2,7881
m109,UBIAD1,7882
m109,TEX261,7883
m109,SOCS4,7884
m109,PM20D2,7885
m109,REPIN1,7886
m109,FAM59B,7887
m109,LINC00499,7888
m109,BLM,7889
m109,EED,7890
m109,ZNF646,7891
m109,EZR,7892
m109,FTSJ3,7893
m109,TRPV3,7894
m109,SAFB2,7895
m109,AKT1,7896
m109,ABL1,7897
m109,CASC3,7898
m109,ARHGAP5,7899
m109,CRK,7900
m109,ZNF271,7901
m109,PEAK1,7902
m109,ZHX1,7903
m109,TSPAN11,7904
m109,MPST,7905
m109,ZNF438,7906
m109,PTRHD1,7907
m109,RORA,7908
m109,TOB2,7909
m109,VEGFB,7910
m109,TRIM8,7911
m109,ZFP106,7912
m109,PRELP,7913
m109,HMG20B,7914
m109,GDF11,7915
m109,HIBCH,7916
m109,SYVN1,7917
m109,TMEM79,7918
m109,KRBA2,7919
m109,BAHCC1,7920
m109,MKLN1,7921
m109,WDR59,7922
m109,LRP5,7923
m109,RERE,7924
m109,MSRB3,7925
m109,KIF5B,7926
m109,PSMC3IP,7927
m109,ZSWIM7,7928
m109,KCNJ16,7929
m109,RAF1,7930
m109,ZNF326,7931
m109,RP11-45M22.1,7932
m109,CHST11,7933
m109,C10orf114,7934
m109,ARID1A,7935
m109,RGCC,7936
m109,CCDC40,7937
m109,KIF13A,7938
m109,PHLPP1,7939
m109,S100A4,7940
m109,KAT6A,7941
m109,SIRT1,7942
m109,UNC119B,7943
m109,CTB-171A8.1,7944
m109,GPER,7945
m109,LSS,7946
m109,SGPL1,7947
m109,MGAT1,7948
m109,BTBD7,7949
m109,POU3F3,7950
m109,CTNS,7951
m109,CLIP2,7952
m109,ZNF235,7953
m109,MED12,7954
m109,UBE2G2,7955
m109,FLCN,7956
m109,SMTN,7957
m109,CEP112,7958
m109,MLYCD,7959
m109,CDA,7960
m109,SLC6A9,7961
m109,SLC9A3R2,7962
m109,RBPMS2,7963
m109,SALL3,7964
m109,CDKN2C,7965
m109,KIAA1009,7966
m109,FAM118A,7967
m109,NKX2-2,7968
m109,ITPK1,7969
m109,TSC22D3,7970
m109,MAF,7971
